Date,Category,Description,Amount
5/3/2017,Food,sugarcane juice 2,30.0
5/3/2017,Transportation,Place 0 to Place 6 return 2,20.0
5/3/2017,Transportation,Current Residence to Place 0,30.0
5/3/2017,Recurring Deposit,,1000.0
5/3/2017,Equity Mutual Fund A,,1000.0
4/3/2017,Food,vanilla ice cream cups 2,20.0
3/3/2017,Food,milk 1 lit + butter milk + srikhand pav kg,148.0
1/3/2017,Household,measuring tape,50.0
1/3/2017,Public Provident Fund,,10000.0
1/3/2017,Money transfer,,10000.0
28/02/2017 22:13:41,Transportation,within city,40.0
28/02/2017 22:13:41,Salary,From workplace ,56021.0
28/02/2017 22:13:41,Food,sabudana + rajgira ladu,85.0
28/02/2017 22:13:04,Transportation,Place 0 to Current Residence,30.0
28/02/2017 22:11:09,Transportation,2 Place 3m to vadala rd,10.0
28/02/2017 22:09:39,Transportation,BEST 138 - Marine drive to Place 3m,12.0
28/02/2017 22:09:27,Food,,10.0
28/02/2017 22:09:03,Other,fine,400.0
28/02/2017 22:08:33,Food,At restaurant,2421.0
28/02/2017 22:07:25,Transportation,2 Santacruz to churchgate,20.0
28/02/2017 22:06:58,Food,sugarcane juice 2,30.0
28/02/2017 22:01:48,Transportation,share auto - mumbai University Kalina to Santacruz station,40.0
28/02/2017 12:32:35,Transportation,Current Residence to Place 0,30.0
28/02/2017 12:32:35,Transportation,2 Santacruz return,80.0
28/02/2017 12:32:35,Transportation,Santacruz to Kalina University,57.0
27/02/2017 18:42:27,Transportation,2 TB return,40.0
27/02/2017 18:42:27,Transportation,Place 0 to Current Residence,30.0
27/02/2017 18:42:27,Transportation,Current Residence to Place 0,30.0
27/02/2017 18:31:38,Food,6 chapati(8 rs) + half rice,88.0
27/02/2017 09:18:03,Household,3 Wall clock cell,55.0
27/02/2017 09:17:17,Food,milk 1lit  + amul butter milk,76.0
26/02/2017 23:59:58,Transportation,Place 0 to WS returns,20.0
26/02/2017 23:59:09,Transportation,Current Residence to Place 0,30.0
26/02/2017 10:54:45,Household,,846.0
26/02/2017 00:01:25,Household,dustbin + basin sink cover,360.0
26/02/2017 00:00:25,Food,2 Jumbo king burger,58.0
25/02/2017 20:41:26,Household,exide inverter battery 150amp,8500.0
25/02/2017 20:41:26,Household,tube and inverter fitting,1600.0
25/02/2017 20:40:36,Household,hp cylinder,920.0
25/02/2017 20:39:26,Food,veg paneer tikka 4 roti,318.0
25/02/2017 20:29:44,subscription,,100.0
25/02/2017 13:21:15,Food,veg triple Schwan fried rice,247.0
24/02/2017 13:09:50,Food,milk 1 lit + butter milk,75.0
24/02/2017 13:09:50,Food,3 tea yevle amrutullya,30.0
24/02/2017 13:09:50,Food,At restaurant,100.0
23/02/2017 02:14:24,Food,2 vanilla + 2 butterscotch,80.0
22/02/2017 22:00:06,Education,stamp pad,30.0
22/02/2017 21:59:31,Transportation,Place 2 to Place 1,5500.0
21/02/2017 22:00:35,Food,pav vada,10.0
19/02/2017 08:04:37,Money transfer,To Family,23.0
19/02/2017 08:04:37,Food,sugarcane juice 2,30.0
19/02/2017 08:04:37,Education,laminated colour print out,25.0
19/02/2017 08:04:37,Apparel,undergarments pair of Jockey,498.0
18/02/2017 13:19:49,Family,,500.0
18/02/2017 11:12:58,subscription,Mobile Service Provider recharge wfh,301.0
16/02/2017 17:32:36,Gift,farewell contribution,400.0
15/02/2017,Life Insurance,,11286.0
13/02/2017 17:20:15,subscription,Mobile Service Provider recharge wfh,301.0
12/2/2017,Other,laptop repair (format 350 + quick heal pro 500),850.0
11/2/2017,Other, courier,75.0
11/2/2017,Food,single pav vada,10.0
11/2/2017,Family,,1000.0
10/2/2017,Recurring Deposit,,1000.0
10/2/2017,Equity Mutual Fund F,,1000.0
8/2/2017,Gift,Handbag to Family,1499.0
7/2/2017,Equity Mutual Fund E,,1000.0
6/2/2017,Food,half kg chiku,30.0
6/2/2017,Food,1 kg apple,140.0
6/2/2017,Food,vegetables,195.0
6/2/2017,Food,jira + toast pav kilo,110.0
5/2/2017,Transportation,within city,40.0
5/2/2017,Food,,10.0
5/2/2017,Transportation,N to M,330.0
5/2/2017,Recurring Deposit,,1000.0
5/2/2017,Equity Mutual Fund A,,1000.0
4/2/2017,Apparel,clothes ironing,38.0
4/2/2017,Food,5 pouch of shreejal,60.0
4/2/2017,Food,samosa + sabudana vada,53.0
4/2/2017,Food,half liter buffalo,30.0
3/2/2017,Health,meftal spas,8.0
3/2/2017,Food,parath + chicken biryani,412.25
3/2/2017,Food,shreejal 1,12.0
3/2/2017,Food,parle top biscuits,10.0
3/2/2017,Food,chicken roll,50.0
3/2/2017,subscription,,2700.1
2/2/2017,Food,At restaurant,1160.0
2/2/2017,subscription,Mobile Service Provider recharge wfh,301.0
1/2/2017,subscription,Mobile Service Provider recharge wfh,301.0
1/2/2017,Food,half liter buffalo,33.0
1/2/2017,Public Provident Fund,,10000.0
1/2/2017,Money transfer,,10000.0
31/01/2017 09:22:32,Salary,From workplace ,63101.0
31/01/2017 09:22:32,Food,half liter buffalo,35.0
30/01/2017 07:24:02,Food,half liter buffalo,35.0
30/01/2017 07:24:02,Food,single pav vada,15.0
29/01/2017 20:20:15,Food,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),250.0
29/01/2017 20:19:46,Food,cheese chilli toast sandwich 1,60.0
29/01/2017 19:26:04,Food,2 Shegaon kachori (nasik),30.0
29/01/2017 19:24:54,Food,brown bread,35.0
29/01/2017 19:24:30,Food,half liter buffalo,35.0
29/01/2017 19:23:34,Transportation,within city,30.0
29/01/2017 19:23:08,Transportation,2 tickets Place 2 to N,510.0
29/01/2017 19:22:36,Transportation,within city,30.0
23/01/2017 19:16:16,subscription,,181.0
23/01/2017 11:27:32,Gift,Birthday gift,649.0
22/01/2017 19:20:35,Family,,2000.0
22/01/2017 19:20:19,Food,,410.0
21/01/2017 19:23:37,subscription,Mobile Service Provider recharge,149.0
20/01/2017 19:23:37,subscription,Mobile Service Provider recharge wfh,301.0
19/01/2017 00:13:03,Food,2 Bombay vada pav,20.0
19/01/2017 00:12:27,Family,syrup,145.0
16/01/2017 16:02:53,Transportation,GHroad to Permanent Residence,40.0
16/01/2017 11:01:54,Household,chair pair,2400.0
16/01/2017 08:25:05,Other,adhar pvc card order,50.0
15/01/2017 08:25:53,Food,chole + shev,140.0
15/01/2017 08:25:53,Food,fruits and vegetables + kirana,540.0
11/1/2017,Food,3 chips packets + bread,45.0
11/1/2017,Health,adulsa ( tonic for cough ),90.0
10/1/2017,Recurring Deposit,,1000.0
10/1/2017,Equity Mutual Fund F,,1000.0
10/1/2017,Food,1 kg apple + bananas,160.0
9/1/2017,Food,Himalaya soap(30) + Sofie (59) + kitkat (10),99.0
9/1/2017,Beauty,hair cut+shaving,80.0
8/1/2017,subscription,1 month subscription,149.0
8/1/2017,Transportation,Place 2 bus stand to Permanent Residence,50.0
7/1/2017,Food,woffel,175.0
7/1/2017,Transportation,Current Residence to hotel on highway,50.0
7/1/2017,Equity Mutual Fund E,,1000.0
6/1/2017,Transportation,Place 1 to Place 2 - Novelty tour and travels,1396.5
6/1/2017,Food,veg paneer tikka 3 roti,294.0
6/1/2017,Food,milk 0.5 lit ,31.0
6/1/2017,Household,moscuito racket,200.0
6/1/2017,Food,4 Shegaon kachori,48.0
5/1/2017,Recurring Deposit,,1000.0
5/1/2017,Equity Mutual Fund A,,1000.0
5/1/2017,Household,inverter battery check,100.0
5/1/2017,Food,milk 0.5 lit ,31.0
5/1/2017,subscription,Mobile Service Provider recharge wfh,301.0
4/1/2017,Food,biscuits+icecream,40.0
3/1/2017,subscription,,2816.92
3/1/2017,Food,fruits and vegetables,140.0
3/1/2017,Food,Pastry 2,50.0
3/1/2017,Food,yevle amrutullya,20.0
3/1/2017,Food,milk 0.5 lit ,31.0
3/1/2017,Food,2 uttapam,310.0
3/1/2017,Food,,70.0
3/1/2017,Food,farm house pizza,330.0
3/1/2017,Culture,Imax 3D,400.0
3/1/2017,Transportation,Place 0 to WS returns,20.0
3/1/2017,Transportation,Current Residence to Place 0,30.0
2/1/2017,Transportation,Current Residence to Place 0,60.0
2/1/2017,Household,belan,110.0
2/1/2017,Food,1 veg noodles + 1 chicken soup + 1 egg fried rice,386.0
1/1/2017,Food,fruits and vegetables,510.0
1/1/2017,Health,antibiotics,354.0
1/1/2017,Food,1kg atta,40.0
1/1/2017,Household,Channi + viper+ ghasni,50.0
1/1/2017,Food,pizza meal,340.0
1/1/2017,Health,Doctor Fees,300.0
1/1/2017,Public Provident Fund,,10000.0
1/1/2017,Money transfer,,100000.0
31/12/2016 20:11:24,Food,milk + butter + biscuits/toast,77.0
31/12/2016 20:11:24,Food,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,375.0
31/12/2016 19:34:55,Food,1 Panipuri,25.0
31/12/2016 17:39:16,Gift,Birthday gift,1096.0
31/12/2016 15:40:02,Health,strepsils 1 strip,24.0
31/12/2016 15:39:35,Food,veg fried rice,170.0
31/12/2016 13:48:53,Salary,From workplace ,56574.0
31/12/2016 13:47:26,subscription,EMI 1,2816.0
31/12/2016 09:09:24,Food,edible oil,160.0
30/12/2016 21:30:17,Transportation,Permanent Residence to bus stand,100.0
29/12/2016 19:17:33,Other,xerox,25.0
29/12/2016 19:16:32,Food,2 chips packets,10.0
29/12/2016 18:06:14,Food,1 sher bajri 1 kg dadar 1 kg makka,14.0
29/12/2016 09:00:28,subscription,,214.0
29/12/2016 07:56:02,Transportation,LTT to Place 2 (Patna Exp) cancellation,403.0
29/12/2016 07:40:31,Gift,Nokia 215 mobile for Aai,3195.0
28/12/2016 18:41:14,Food,Monaco biscuits,10.0
28/12/2016 18:40:50,Other,specs,1780.0
25/12/2016 14:10:11,subscription,Mobile Service Provider recharge wfh,301.0
22/12/2016 11:15:36,Gift,farewell contribution,285.0
22/12/2016 10:39:06,Transportation,Place 5 to Place 1 sevagram,11.8
21/12/2016 21:57:01,Family,sweater,1874.0
21/12/2016 19:59:20,Transportation,LTT to Place 2 cancellation,251.8
21/12/2016 19:58:12,Transportation,Place 2 to Place 1 - Novelty tour and travels,1900.0
19/12/2016 18:29:12,Food,2 dabeli,30.0
19/12/2016 18:28:42,Household,sensitive toothbrush,49.0
19/12/2016 17:08:11,Food,chips 1 Kurkure (19) 1 lays (10),29.0
19/12/2016 17:07:37,Food,1 kg mosambi 1 kg apple,170.0
18/12/2016 20:18:54,Bonus,reward Gpay,5.0
18/12/2016 20:18:37,Family,,2000.0
17/12/2016 13:42:36,Bonus,reward Gpay,11.0
17/12/2016 13:42:21,subscription,Mobile Service Provider recharge wfh,301.0
14/12/2016 21:43:10,Food,,200.0
13/12/2016 21:43:57,Other,kalnirnay calender,35.0
13/12/2016 21:42:22,Household,oralB toothbrush with cap,25.0
13/12/2016 18:20:35,Gift,farewell contribution,350.0
11/12/2016,Other,jeevan drop,45.0
11/12/2016,Health,Doctor Fees,200.0
11/12/2016,Health,eye drop maxmoist,257.0
10/12/2016,Food,chocobar,30.0
10/12/2016,Investment,,1000.0
10/12/2016,Recurring Deposit,,1000.0
9/12/2016,subscription,Mobile Service Provider recharge wfh,301.0
8/12/2016,Food,cheese cubes(2),30.0
8/12/2016,Other,OTT Platform 1 subscription,199.0
7/12/2016,Investment,,1000.0
5/12/2016,Family,tonic,155.0
5/12/2016,Investment,,1000.0
5/12/2016,Recurring Deposit,,1000.0
4/12/2016,Food,gilke,25.0
4/12/2016,Food,kadhipatta + 2 lemon,10.0
4/12/2016,Food,kandyachi paat,8.0
4/12/2016,Food,tomato,30.0
4/12/2016,Food,onion 1 kg,25.0
4/12/2016,Food,val + methi + lady finger,50.0
4/12/2016,Food,carrets + brinjal + flower,90.0
4/12/2016,Food,3 chips packets,15.0
4/12/2016,Food,pav bhaji pav 3 packets (8pcs each),45.0
4/12/2016,Food,8 bananas,20.0
3/12/2016,Food,Colgate max fresh medium,55.0
3/12/2016,Food,2 milkybar,20.0
1/12/2016,Investment,,40000.0
1/12/2016,Money transfer,,10000.0
30/11/2016 20:00:34,Family,leggings,500.0
30/11/2016 13:56:42,Salary,From workplace ,56586.0
30/11/2016 11:33:19,Bonus,reward Gpay,5.0
30/11/2016 11:32:14,subscription,Mobile Service Provider recharge wfh,251.0
30/11/2016 06:53:26,subscription,mobile recharge sim 2,98.0
29/11/2016 21:44:34,Family,Himalaya shampoo,60.0
28/11/2016 18:04:08,Household,Metz 32 inch TV,20500.0
28/11/2016 18:03:47,Other,flour mill,8.0
28/11/2016 06:17:10,Food,mava 1 large,20.0
25/11/2016 09:28:23,Bonus,reward Gpay,5.0
25/11/2016 09:27:45,subscription,Mobile Service Provider recharge wfh,251.0
21/11/2016 09:41:12,Transportation,within city,50.0
21/11/2016 09:41:12,Health,strepsils,15.0
21/11/2016 09:41:12,Transportation,within city,70.0
20/11/2016 11:58:05,Transportation,Locality V to Permanent Residence,50.0
19/11/2016 12:12:00,Food,poppins,2.0
19/11/2016 12:12:00,Food,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",1087.0
19/11/2016 12:12:00,Transportation,within city,50.0
19/11/2016 12:12:00,Food,two water bottles,40.0
19/11/2016 12:12:00,Other,Sayaji baug express (50/adult),100.0
19/11/2016 12:12:00,Transportation,ola auto - BRC ,40.0
19/11/2016 12:12:00,Transportation,Place T to brc,94.0
19/11/2016 11:58:28,Transportation,share jeep - Place T top to base (50/person),100.0
19/11/2016 11:58:28,Food,lemon juice ( 20/person),40.0
19/11/2016 11:58:28,Other,"Puja saman (150 for 5 Nariyal, 400 for 1kg sweets and 190 for rest)",740.0
19/11/2016 11:58:28,Transportation,ropeway Place T to and fro (169/person),338.0
19/11/2016 11:58:28,Transportation,share jeep - Place T base to top (50/person),100.0
19/11/2016 11:58:28,Transportation,share auto - Place H to Place T base (20/person),40.0
19/11/2016 11:58:28,Transportation,bus - brc to Place H ( 27/person),54.0
19/11/2016 11:58:28,Transportation,within city,80.0
17/11/2016 20:17:21,Food,single pav vada,10.0
15/11/2016 20:23:29,Food,lemons,20.0
15/11/2016 20:23:12,Other,flowers,10.0
15/11/2016 20:22:40,Food,apple + mosambi 1kg each,180.0
14/11/2016 20:03:10,Transportation,Veer Travels - BRC to Place 2 ( 2 Adults),1800.0
14/11/2016 20:02:26,Transportation,Kabra Travels - Place 2 to BRC (2 Adults),4662.0
12/11/2016,Health,mouth fresh,55.0
12/11/2016,Food,Bombay vada pav,10.0
10/11/2016,Transportation,Permanent Residence to Bandhu prem,40.0
10/11/2016,Investment,RD,1000.0
10/11/2016,Investment,Life Insurance,11286.0
10/11/2016,Investment,,1000.0
10/11/2016,Investment,,1000.0
9/11/2016,Other,gulal,10.0
8/11/2016,subscription,1 month subscription,199.0
7/11/2016,Food,ice cream,45.0
5/11/2016,Transportation,Permanent Residence to hospital,30.0
5/11/2016,Investment,RD,1000.0
5/11/2016,Investment,,1000.0
4/11/2016,Festivals,firecracker,50.0
3/11/2016,Food,butter + frozen vatana+ 9 pan,240.0
3/11/2016,Other,cake + Happy Birthday letters,470.0
3/11/2016,Health,medicine,700.0
3/11/2016,Bonus,Diwali gift,1500.0
2/11/2016,Grooming,cutting + shaving,80.0
1/11/2016,Festivals,firecracker,450.0
1/11/2016,Food,mosambi 1kg,50.0
1/11/2016,Investment,,10000.0
1/11/2016,Money transfer,,10000.0
31/10/2016 07:36:35,Festivals,Mi band 5 ( Bhaiduj gift),1999.0
30/10/2016 15:03:18,Salary,From workplace ,56647.0
28/10/2016 07:19:00,Health,syrup+tablet+ mortein refill,221.0
28/10/2016 07:19:00,Transportation,Permanent Residence to pathology,40.0
27/10/2016 13:57:56,subscription,,251.0
27/10/2016 13:57:56,Family,Undated Planner - June shop,1119.2
27/10/2016 13:57:56,Food,mehndi,25.0
27/10/2016 10:40:00,Food,apple + mosambi 1kg each,170.0
26/10/2016 13:58:49,Health,,617.0
25/10/2016 18:55:33,Food,egg roll,25.0
24/10/2016 08:17:38,Food,popcorn+mehndi+mosambi+orange+all out refill,320.0
22/10/2016 20:24:10,Food,Khari,35.0
22/10/2016 20:23:46,Food,pav vada,20.0
17/10/2016 17:30:26,Food,butter + paneer + pav+batate+tamate,215.0
15/10/2016 10:31:22,Food,,430.0
14/10/2016 11:58:20,Food,sugar + biscuits,120.0
13/10/2016 14:23:49,Family,scratch guard ipad,249.0
12/10/2016,Food,coconut,150.0
10/10/2016,Food,apple half kg+ mixer repair+flowers,100.0
10/10/2016,Investment,,1000.0
10/10/2016,Investment,,1000.0
10/10/2016,Investment,,1000.0
9/10/2016,Family,scratch guard ipad,249.0
9/10/2016,Health,,40.0
9/10/2016,Transportation,Permanent Residence to hospital to n fro,80.0
9/10/2016,Food,mosambi 1kg+ gavar pav kilo+lemon 3 + kothimbir,90.0
8/10/2016,Beauty,razor,174.0
7/10/2016,subscription,1 month subscription,199.0
5/10/2016,Investment,,1000.0
5/10/2016,Investment,,1000.0
1/10/2016,Festivals,vargini,200.0
1/10/2016,Investment,,10000.0
1/10/2016,Money transfer,,10000.0
30/09/2016 06:28:02,Interest,interest paid,835.0
30/09/2016 06:28:02,Salary,From workplace ,58058.0
28/09/2016 07:32:36,Other,flour mill,32.0
19/09/2016 15:35:24,Food,,33.0
15/09/2016 06:52:09,Food,chocobar+milk+chips,95.0
14/09/2016 13:24:08,subscription,,251.0
14/09/2016 10:13:24,Family,baggit purse,437.0
13/09/2016 09:48:13,Food,brownie,70.0
13/09/2016 09:48:13,Food,riverdine date,845.0
12/9/2016,Food,bread,35.0
12/9/2016,Food,half liter buffalo,35.0
12/9/2016,Food,vanilla ice cream cups 2,20.0
11/9/2016,Food,badishop,70.0
11/9/2016,Food,half liter buffalo,35.0
11/9/2016,Transportation,meghdoot to plaza,20.0
10/9/2016,Investment,,1000.0
10/9/2016,Investment,,1000.0
9/9/2016,Food,1lit buffalo milk,70.0
8/9/2016,Food,cold coffee,30.0
8/9/2016,Food,bread,20.0
8/9/2016,subscription,,251.0
7/9/2016,Food,1 dozen,72.0
7/9/2016,Investment,,1000.0
6/9/2016,Transportation,Place 6 to Place 2,598.5
5/9/2016,Investment,,1000.0
5/9/2016,Investment,,1000.0
1/9/2016,Transportation,Place 2 to mum,750.0
1/9/2016,subscription,,251.0
1/9/2016,Investment,,10000.0
1/9/2016,Money transfer,,10000.0
31/08/2016 15:47:44,Salary,From workplace ,63894.0
29/08/2016 11:41:25,Festivals,Ganesh idol,361.0
29/08/2016 10:48:48,Household,boric powder,40.0
29/08/2016 10:48:20,Household,lizol,98.0
24/08/2016 07:38:04,Festivals,rakshabandhan ovalni ,500.0
23/08/2016 17:25:23,Family,,2000.0
22/08/2016 13:22:05,Festivals,rakshabandhan ovalni ,500.0
21/08/2016 08:54:35,Other,earphones,100.0
18/08/2016 14:19:25,subscription,,251.0
14/08/2016 16:13:29,Other,pens,5.0
14/08/2016 16:12:49,Grooming,hair cut,100.0
11/8/2016,Investment,Life Insurance,11286.0
10/8/2016,Investment,,1000.0
10/8/2016,Investment,,1000.0
9/8/2016,subscription,,251.0
7/8/2016,Investment,,1000.0
7/8/2016,Family,PET Psychology,750.0
5/8/2016,Investment,,1000.0
5/8/2016,Investment,,1000.0
4/8/2016,Family,ipad cover,260.0
1/8/2016,Investment,,10000.0
1/8/2016,Money transfer,,15000.0
31/07/2016 18:51:58,Salary,From workplace ,51556.0
31/07/2016 18:50:51,Other,frame for specs,250.0
25/07/2016 10:48:49,subscription,,251.0
21/07/2016 16:33:04,subscription,,251.0
20/07/2016 07:03:14,subscription,Mobile Service Provider recharge 365 days,2599.0
13/07/2016 10:21:25,Health,citrizen + crocine,10.0
12/7/2016,Investment,,1000.0
12/7/2016,Investment,Mutual fund C,1000.0
7/7/2016,Investment,Mutual fund B,1000.0
5/7/2016,Investment,,1000.0
5/7/2016,Investment,Mutual fund A,1000.0
5/7/2016,subscription,,251.0
4/7/2016,subscription,,251.0
1/7/2016,Family,Family Mobile Service Provider recharge,2599.0
1/7/2016,Investment,,10000.0
1/7/2016,Money transfer,,15000.0
30/06/2016 11:40:50,Interest,interest paid,740.0
30/06/2016 11:40:50,Other,pan card application,106.9
30/06/2016 08:20:12,Salary,From workplace ,51544.0
27/06/2016 17:09:47,Transportation,Chalisgaon to Baroda return,3200.0
27/06/2016 10:10:57,subscription,,251.0
23/06/2016 12:02:39,subscription,Amazon prime subscription,995.0
22/06/2016 11:20:48,subscription,Mobile Service Provider sim card porting,350.0
20/06/2016 22:19:27,Food,icecream,140.0
19/06/2016 18:49:52,Food,grocery,600.0
19/06/2016 17:10:49,Family,Family exam form,905.0
18/06/2016 19:45:05,Other,flour mill,38.0
12/6/2016,Food,,84.0
12/6/2016,subscription,,251.0
10/6/2016,Investment,,1000.0
10/6/2016,Investment,Mutual fund C,1000.0
7/6/2016,Investment,Mutual fund B,1000.0
5/6/2016,Investment,,1000.0
5/6/2016,Investment,Mutual fund A,1000.0
5/6/2016,Food,biscuits + medicine,68.0
1/6/2016,Investment,,10000.0
1/6/2016,Money transfer,,10000.0
1/6/2016,Food,1 Jar,25.0
31/05/2016 09:55:09,Salary,From workplace ,51556.0
31/05/2016 09:51:36,Transportation,Permanent Residence to LB road,50.0
30/05/2016 12:46:40,subscription,,251.0
29/05/2016 19:16:49,Food,sanitary napkins+chocolates+Maggie+khajoor,504.0
22/05/2016 11:13:40,Grooming,hair cut+shaving,120.0
22/05/2016 11:13:40,Transportation,Permanent Residence to nearby hospital,40.0
19/05/2016 09:21:46,Food,agarbatti + icecream pack,180.0
17/05/2016 21:59:19,Investment,Life Insurance,11286.0
17/05/2016 12:34:38,Other,Aadhar mobile number and email id updated,100.0
16/05/2016 20:48:29,subscription,,251.0
10/5/2016,Investment,,1000.0
10/5/2016,Investment,Mutual fund C,1000.0
7/5/2016,Investment,Mutual fund B,1000.0
6/5/2016,subscription,,251.0
5/5/2016,Investment,,1000.0
5/5/2016,Investment,Mutual fund A,1000.0
3/5/2016,subscription,,251.0
2/5/2016,Other,flour mill,25.0
1/5/2016,Investment,,10000.0
1/5/2016,Money transfer,,10000.0
30/04/2016 21:58:43,Salary,From workplace ,51562.45
28/04/2016 22:24:09,subscription,subscription,299.0
26/04/2016 08:30:54,Food,dettol handwash + khari + toast + goodday,259.0
24/04/2016 22:10:32,subscription,kindle unlimited,169.0
20/04/2016 10:27:48,subscription,,251.0
16/04/2016 21:24:04,Household,sensodyne toothbrush,50.0
15/04/2016 07:04:48,subscription,,251.0
12/4/2016,Investment,,1000.0
12/4/2016,Investment,Mutual fund C,1000.0
11/4/2016,subscription,,251.0
11/4/2016,Food,,1279.0
7/4/2016,Investment,Mutual fund B,1000.0
5/4/2016,Investment,,1000.0
5/4/2016,Investment,Mutual fund A,1000.0
3/4/2016,subscription,subscription 1 yr,300.0
2/4/2016,subscription,,251.0
2/4/2016,Food,rasna orange,20.0
2/4/2016,Transportation,LB road to Permanent Residence,50.0
2/4/2016,Other,jeevan drop,30.0
1/4/2016,Investment,,10000.0
1/4/2016,Money transfer,,10000.0
31/03/2016 10:25:01,Salary,From workplace ,70806.0
29/03/2016 05:35:43,Other,owalni,100.0
28/03/2016 15:20:05,Other,hit spray(99)+biscuits+mask,159.0
22/03/2016 14:53:55,subscription,kindle unlimited,169.0
21/03/2016 04:26:41,subscription,,251.0
20/03/2016 12:05:32,Food,sambhar masala,35.0
20/03/2016 12:05:13,Other,print out,5.0
16/03/2016 12:44:04,Gift,Ganesh murthi,80.0
15/03/2016 17:08:31,subscription,Mobile Service Provider recharge wfh,251.0
11/3/2016,Food,cheese cubes(2)+ neutralite butter,60.0
11/3/2016,Other,watch repair,250.0
11/3/2016,Education,Gel pens,20.0
10/3/2016,Investment,,1000.0
10/3/2016,Investment,Mutual fund C,1000.0
8/3/2016,Investment,Mutual fund B,1000.0
6/3/2016,subscription,Mobile Service Provider recharge wfh,251.0
5/3/2016,Investment,,1000.0
5/3/2016,Investment,Mutual fund A,1000.0
2/3/2016,Investment,,10000.0
28/02/2016 19:38:39,Food,biscuits,70.0
28/02/2016 10:08:09,Grooming,hair cut,100.0
28/02/2016 10:08:09,Food, pedhe,100.0
28/02/2016 10:07:55,Other,flour mill,11.0
27/02/2016 07:49:16,subscription,Mobile Service Provider recharge wfh,251.0
27/02/2016 07:49:16,Other,moscuito racket,250.0
27/02/2016 07:49:16,Food, pedhe,50.0
26/02/2016 20:26:07,Money transfer,,10000.0
26/02/2016 20:25:51,Salary,From workplace ,49806.0
24/02/2016 06:35:18,subscription,audible subscription,199.0
22/02/2016 21:02:42,Food,5star (2)+munch(2),40.0
22/02/2016 09:05:19,subscription,kindle unlimited,169.0
20/02/2016 19:45:27,Food,biscuits,85.0
14/02/2016 21:35:26,Food,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165.0
13/02/2016 11:14:46,Transportation,within city,40.0
13/02/2016 11:14:46,Health,hand gloves 4 pairs,80.0
10/2/2016,Investment,,1000.0
10/2/2016,Investment,Mutual fund C,1000.0
8/2/2016,Investment,Mutual fund B,1000.0
8/2/2016,subscription,Mobile Service Provider recharge wfh,251.0
7/2/2016,Food,,160.0
5/2/2016,Investment,,1000.0
5/2/2016,Investment,Mutual fund A,1000.0
1/2/2016,Investment,,10000.0
31/01/2016 11:19:58,Money transfer,,10000.0
31/01/2016 11:17:24,Salary,From workplace ,49806.0
26/01/2016 19:46:26,subscription,audible subscription,199.0
22/01/2016 09:58:13,subscription,kindle unlimited,169.0
13/01/2016 12:06:57,Other,wedding gift,45000.0
12/1/2016,Apparel,slippers,200.0
11/1/2016,Investment,,1000.0
11/1/2016,Investment,Mutual fund C,1000.0
10/1/2016,Household,chalk for ants,15.0
9/1/2016,subscription,Mobile Service Provider recharge wfh,251.0
8/1/2016,Other,laptop table,1994.0
7/1/2016,Investment,Mutual fund B,1000.0
5/1/2016,Investment,,1000.0
5/1/2016,Investment,Mutual fund A,1000.0
5/1/2016,Food,cake,350.0
5/1/2016,Transportation,grandparents to Permanent Residence,30.0
1/1/2016,Food,Everest pav bhaji masala,35.0
1/1/2016,Investment,,10000.0
1/1/2016,Money transfer,,10000.0
1/1/2016,Food,Amul butter 100gm(4 pcs),192.0
31/12/2015 17:00:32,Food,cake + balloon (150)+caps(50+40),540.0
31/12/2015 16:56:24,Salary,From workplace ,77335.0
30/12/2015 17:31:33,Food,cake advance,100.0
30/12/2015 17:30:28,Beauty,hair cut+shaving+dye+facial,2000.0
26/12/2015 23:53:57,Other,flour mill,28.0
26/12/2015 07:27:26,Other,audible subscription,199.0
25/12/2015 17:24:50,Apparel,sliper,270.0
25/12/2015 17:24:24,Household,dustbin bags,50.0
21/12/2015 23:18:19,Other,kindle unlimited,169.0
20/12/2015 09:08:55,Gift,secret Santa - diary,465.0
19/12/2015 22:28:38,Food,,80.0
19/12/2015 21:14:02,Health,hand sanitizer,220.0
19/12/2015 14:20:11,Health,eye drop maxmoist,235.0
12/12/2015,Transportation,within city,50.0
11/12/2015,Transportation,station to Permanent Residence,100.0
10/12/2015,Investment,,1000.0
10/12/2015,Recurring Deposit,,1000.0
8/12/2015,Other,flour mill,28.0
7/12/2015,Investment,reliance mutual fund,1000.0
5/12/2015,Recurring Deposit,,1000.0
5/12/2015,Food,Cadbury 2 + chips 2,90.0
5/12/2015,Other,petrol,200.0
5/12/2015,Investment,ICICI prudential,1000.0
2/12/2015,Apparel,Kolhapuri chappal,325.0
1/12/2015,Apparel,roadstar black fishermen sandals,773.0
1/12/2015,Food,,84.0
1/12/2015,Money transfer,,50000.0
1/12/2015,Public Provident Fund,,10000.0
1/12/2015,Gift,to Family,1024.0
30/11/2015 11:30:45,Salary,From workplace ,49806.0
29/11/2015 09:27:52,Transportation,,50.0
29/11/2015 09:27:52,Transportation,,30.0
